period,group_name,keywords,ratio,chunk_id
2025-02-01,chemical,화학|석유화학|화학주,0.05525,1
2025-03-01,chemical,화학|석유화학|화학주,0.0852,1
2025-04-01,chemical,화학|석유화학|화학주,0.06039,1
2025-05-01,chemical,화학|석유화학|화학주,0.06287,1
2025-06-01,chemical,화학|석유화학|화학주,0.06447,1
2025-07-01,chemical,화학|석유화학|화학주,0.06839,1
2025-08-01,chemical,화학|석유화학|화학주,0.16474,1
2025-09-01,chemical,화학|석유화학|화학주,0.08048,1
2025-10-01,chemical,화학|석유화학|화학주,0.07253,1
2025-11-01,chemical,화학|석유화학|화학주,0.06327,1
2025-12-01,chemical,화학|석유화학|화학주,0.06752,1
